density	Prop1	Prop2	Prop3
2.4106328	0.494839477	21.16859655	2270.301961
2.3490272	0.478207412	21.4557322	2280.094647
2.4569732	0.453850416	21.46985263	2275.914582
2.3955772	0.438335315	21.75674483	2285.903304
2.3484116	0.423602413	22.03391186	2295.765229
2.5159076	0.413265306	21.78186786	2281.801544
2.4850716	0.398891967	22.0683193	2291.994527
2.4259102	0.385255648	22.3448931	2302.055882
2.4053718	0.372306808	22.61209153	2311.989564
2.5824222	0.373209917	22.10522909	2287.983781
2.5325734	0.36	22.39102143	2298.389796
2.4931222	0.347479224	22.66678596	2308.659068
2.457387	0.335600476	22.93304138	2318.795775
2.4381486	0.324320598	23.19027119	2328.8039
2.6453884	0.33382716	22.44056667	2294.484447
2.5847932	0.321798347	22.72545818	2305.112862
2.5565904	0.310408163	23.000175	2315.599109
2.5373076	0.299612188	23.26525263	2325.947611
2.5197554	0.289369798	23.52118966	2336.162576
2.5286464	0.279643781	23.76845085	2346.248017
2.5239504	0.485494277	22.08518094	2262.765895
2.8097918	0.40640625	23.98448279	2266.801651
2.5818764	0.433048907	22.11575415	2275.768828
3.062315	0.338512397	25.76867543	2270.625825
2.8385578	0.36	24.01410058	2279.506513
2.6229914	0.383600416	22.14632735	2289.15417
3.2714556	0.280276817	27.44791557	2274.254706
3.08124	0.297520661	25.79739571	2283.045808
2.8582548	0.31640625	24.04371837	2292.575591
2.628936	0.337148803	22.17690055	2302.942652
3.5058276	0.2304	29.03119912	2277.702946
3.3098762	0.244152249	27.47579113	2286.402159
3.0778364	0.259173554	25.826116	2295.813078
2.8832084	0.275625	24.07333616	2306.028119
2.6441628	0.293694069	22.20747375	2317.15667
3.662643	0.187777778	30.52652248	2280.983761
3.508419	0.198661224	29.05827824	2289.589443
3.302512	0.210519031	27.5036667	2298.881119
3.1109474	0.223471074	25.85483628	2308.945513
2.9235114	0.23765625	24.10295395	2319.884837
2.6925464	0.253236212	22.23804696	2331.820462
2.6524878	0.485494277	23.69807223	2261.455941
3.0415394	0.40640625	27.10945967	2264.244419
2.723423	0.433048907	23.72864544	2274.420846
3.4272088	0.338512397	30.31409634	2266.879632
3.083184	0.36	27.13907746	2276.876977
2.7248864	0.383600416	23.75921864	2287.766126
3.7180124	0.280276817	33.33022498	2269.373904
3.4249262	0.297520661	30.34281662	2279.196382
3.1193048	0.31640625	27.16869525	2289.869986
2.7778568	0.337148803	23.78979184	2301.51235
4.0266664	0.2304	36.17400341	2271.738268
3.7129882	0.244152249	33.35810055	2281.390186
3.4692952	0.259173554	30.3715369	2291.855183
3.172637	0.275625	27.19831304	2303.242391
2.8109948	0.293694069	23.82036505	2315.681737
4.2905286	0.187777778	38.85979415	2273.982633
4.0404258	0.198661224	36.20108253	2283.468336
3.7753432	0.210519031	33.38597611	2293.731491
3.490621	0.223471074	30.40025719	2304.873521
3.1745078	0.23765625	27.22793083	2317.014611
2.862434	0.253236212	23.85093825	2330.298327
2.8694358	0.485494277	24.61270223	2262.766484
3.4000308	0.40640625	28.88155529	2266.802804
2.8515184	0.433048907	24.64327544	2275.769435
3.9213538	0.338512397	32.89168998	2270.627516
3.4296668	0.36	28.91117308	2279.507699
2.909416	0.383600416	24.67384864	2289.154795
4.4013238	0.280276817	36.66593439	2274.256912
3.9392536	0.297520661	32.92041026	2283.047546
3.4225936	0.31640625	28.94079087	2292.576811
2.9264188	0.337148803	24.70442184	2302.943296
4.9096338	0.2304	40.22450769	2277.705645
4.444038	0.244152249	36.69380996	2286.404424
3.9719582	0.259173554	32.94913054	2295.814864
3.4743442	0.275625	28.97040866	2306.029375
2.9908596	0.293694069	24.73499505	2317.157334
5.3215076	0.187777778	43.58538248	2280.986932
4.8925936	0.198661224	40.25158682	2289.592213
4.4647486	0.210519031	36.72168552	2298.883447
3.9975602	0.223471074	32.97785082	2308.947352
3.5334392	0.23765625	29.00002645	2319.886131
3.0357228	0.253236212	24.76556825	2331.821148
2.700514	0.485494277	24.11931514	2262.385132
3.1375462	0.40640625	27.92561779	2266.057618
2.7348976	0.433048907	24.14988834	2275.377002
3.5816544	0.338512397	31.50123543	2269.534852
3.1679608	0.36	27.95523558	2278.741409
2.7862092	0.383600416	24.18046154	2288.750689
3.9582134	0.280276817	34.86652263	2272.832057
3.615316	0.297520661	31.52995571	2281.924699
3.2208846	0.31640625	27.98485337	2291.788316
2.813126	0.337148803	24.21103475	2302.526877
4.3259356	0.2304	38.03950769	2275.96291
4.0084548	0.244152249	34.89439819	2284.941157
3.6573278	0.259173554	31.558676	2294.6603
3.2493824	0.275625	28.01447116	2305.21749
2.8800712	0.293694069	24.24160795	2316.727909
4.6707526	0.187777778	41.03621581	2278.939732
4.3709314	0.198661224	38.06658682	2287.803599
4.0560968	0.210519031	34.92227376	2297.379862
3.703504	0.223471074	31.58739628	2307.75942
3.318801	0.23765625	28.04408895	2319.049576
2.9211974	0.253236212	24.27218115	2331.377967
2.6952356	0.485494277	23.73712159	2262.738953
3.064729	0.40640625	27.18511779	2266.748985
2.7190222	0.433048907	23.76769479	2275.741103
3.4589704	0.338512397	30.42414452	2270.548574
3.113385	0.36	27.21473558	2279.452355
2.7640968	0.383600416	23.79826799	2289.12562
3.8208742	0.280276817	33.47264027	2274.153936
3.4939326	0.297520661	30.4528648	2282.966421
3.1428292	0.31640625	27.24435337	2292.519862
2.8168366	0.337148803	23.8288412	2302.913232
4.1440754	0.2304	36.34693627	2277.579654
3.8471602	0.244152249	33.50051584	2286.298668
3.531956	0.259173554	30.48158509	2295.731446
3.19241	0.275625	27.27397116	2305.970736
2.8279938	0.293694069	23.8594144	2317.126331
4.443609	0.187777778	39.06154915	2280.838885
4.1722654	0.198661224	36.37401539	2289.462901
3.8847126	0.210519031	33.52839141	2298.774774
3.5692954	0.223471074	30.51030537	2308.86152
3.2470324	0.23765625	27.30358895	2319.825709
2.8622794	0.253236212	23.8899876	2331.789151
2.315263	0.485494277	19.56988834	2264.04193
2.4174454	0.40640625	19.61265866	2268.028293
2.342166	0.433048907	19.08272705	2278.420647
2.2212902	0.338512397	19.65283683	2271.805244
2.3757464	0.36	19.14072116	2282.075259
2.346439	0.383600416	18.59556576	2293.267874
2.5042904	0.280276817	19.69065159	2275.388933
2.479111	0.297520661	19.19520047	2285.535243
2.404707	0.31640625	18.66878366	2296.568289
2.3574918	0.337148803	18.10840447	2308.611827
2.5534026	0.2304	19.7263055	2278.793886
2.4780404	0.244152249	19.24647512	2288.815799
2.4602126	0.259173554	18.73756411	2299.690433
2.4215802	0.275625	18.19684616	2311.533549
2.3332152	0.293694069	17.62124318	2324.483242
2.5838834	0.187777778	19.75997864	2282.033203
2.5503304	0.198661224	19.29481979	2291.930578
2.5243396	0.210519031	18.80229865	2302.64841
2.4559968	0.223471074	18.27992774	2314.29512
2.4252172	0.23765625	17.72490866	2326.999475
2.3468638	0.253236212	17.13408189	2340.915683
2.5251228	0.485494277	21.56744645	2264.062945
2.7923012	0.40640625	23.4829275	2268.069369
2.5192734	0.433048907	21.08028516	2278.442337
3.0378162	0.338512397	25.28231879	2271.865491
2.8252938	0.36	23.01099	2282.117623
2.5370982	0.383600416	20.59312387	2293.29028
3.2522958	0.280276817	26.97586353	2275.467519
3.09352	0.297520661	24.82468242	2285.597333
2.8373518	0.31640625	22.5390525	2296.612016
2.5676232	0.337148803	20.10596258	2308.634993
3.4816616	0.2304	28.57263429	2278.89003
3.3054428	0.244152249	26.53168706	2288.896731
3.0898342	0.259173554	24.36704606	2299.754471
2.8458296	0.275625	22.067115	2311.578719
2.5959718	0.293694069	19.61880129	2324.507215
3.699214	0.187777778	30.08069556	2282.146172
3.4968786	0.198661224	28.14114857	2292.029525
3.3189776	0.210519031	26.08751059	2302.731818
3.0868468	0.223471074	23.9094097	2314.361217
2.858268	0.23765625	21.5951775	2327.046176
2.5778988	0.253236212	19.13164	2340.940516
2.6677694	0.485494277	23.18033774	2262.749236
3.0904042	0.40640625	26.60790438	2265.504994
2.6686938	0.433048907	22.69317645	2277.086428
3.4101362	0.338512397	29.8277397	2268.109095
3.0769844	0.36	26.13596688	2279.473027
2.6852078	0.383600416	22.20601516	2291.889666
3.7276212	0.280276817	32.85817294	2270.573745
3.456262	0.297520661	29.37010333	2281.726422
3.1233966	0.31640625	25.66402938	2293.882566
2.7213208	0.337148803	21.71885387	2307.186948
4.0512014	0.2304	35.71543857	2272.909874
3.7767672	0.244152249	32.41399647	2283.857477
3.4708132	0.259173554	28.91246697	2295.762603
3.1322618	0.275625	25.19209188	2308.759385
2.7448228	0.293694069	21.23169258	2323.00877
4.3263704	0.187777778	38.41396722	2275.127297
4.1029526	0.198661224	35.28395286	2285.875906
3.7834466	0.210519031	31.96982	2297.53911
3.5077552	0.223471074	28.45483061	2310.241416
3.1560224	0.23765625	24.72015438	2324.131486
2.7507136	0.253236212	20.74453129	2339.38842
2.8067042	0.485494277	24.09496774	2264.063536
3.4240692	0.40640625	28.38	2268.070525
2.847055	0.433048907	23.60780645	2278.442947
3.9288552	0.338512397	32.40533333	2271.867187
3.4203732	0.36	27.9080625	2282.118815
2.847872	0.383600416	23.12064516	2293.290911
4.4635508	0.280276817	36.19388235	2275.46973
3.963612	0.297520661	31.94769697	2285.599081
3.4659836	0.31640625	27.436125	2296.613247
2.8958785	0.337148803	22.63348387	2308.635644
4.933379	0.2304	39.76594286	2278.892736
4.4772834	0.244152249	35.74970588	2288.899009
4.0064008	0.259173554	31.49006061	2299.756273
3.4947522	0.275625	26.9641875	2311.57999
2.9380994	0.293694069	22.14632258	2324.50789
5.328153	0.187777778	43.13955556	2282.149352
4.9679824	0.198661224	39.33445714	2292.03231
4.5292574	0.210519031	35.30552941	2302.734165
4.0142762	0.223471074	31.03242424	2314.363077
3.5299046	0.23765625	26.49225	2327.04749
2.9271194	0.253236212	21.65916129	2340.941214
2.4278062	0.5184	21.21995	2245.50872
2.5799068	0.4624	22.2122	2245.510183
2.4996458	0.4624	21.41998333	2245.449434
2.6840996	0.4096	23.20445	2245.511646
2.6608238	0.4096	22.41223333	2245.450897
2.57131	0.4096	21.62001667	2245.390155
2.835594	0.36	24.1967	2245.51311
2.7730518	0.36	23.40448333	2245.45236
2.7028712	0.36	22.61226667	2245.391618
2.6327472	0.36	21.82005	2245.330885
2.9732148	0.3136	25.18895	2245.514573
2.9176034	0.3136	24.39673333	2245.453823
2.8880456	0.3136	23.60451667	2245.393081
2.7640982	0.3136	22.8123	2245.332348
2.667173	0.3136	22.02008333	2245.271622
3.1317494	0.2704	26.1812	2245.516037
3.0520982	0.2704	25.38898333	2245.455287
2.981258	0.2704	24.59676667	2245.394545
2.8861898	0.2704	23.80455	2245.333811
2.8332568	0.2704	23.01233333	2245.273085
2.756063	0.2704	22.22011667	2245.212368
2.284516	0.5184	20.09281	2274.551754
2.302316	0.4624	20.66135333	2289.767874
2.3029382	0.4624	19.58941	2289.770643
2.3196636	0.4096	21.22989667	2305.506969
2.326148	0.4096	20.15795333	2305.509835
2.3218938	0.4096	19.08601	2305.512702
2.3937264	0.36	21.79844	2321.802312
2.3541374	0.36	20.72649667	2321.805281
2.3447374	0.36	19.65455333	2321.80825
2.3059394	0.36	18.58261	2321.811219
2.4197186	0.3136	22.36698333	2338.690319
2.4047288	0.3136	21.29504	2338.693397
2.3812402	0.3136	20.22309667	2338.696476
2.351891	0.3136	19.15115333	2338.699555
2.2817452	0.3136	18.07921	2338.702633
2.4685672	0.2704	22.93552667	2356.210955
2.44504	0.2704	21.86358333	2356.214151
2.4132986	0.2704	20.79164	2356.217346
2.4137322	0.2704	19.71969667	2356.220542
2.3600942	0.2704	18.64775333	2356.223738
2.3213048	0.2704	17.57581	2356.226933
3.243315	0.455625	28.37396875	2254.081555
3.681474	0.38214876	31.936	2257.82858
3.834226	0.38214876	32.39948485	2258.183217
4.074528	0.318892734	35.2885	2261.383823
4.189906	0.318892734	35.73835294	2261.730745
4.280767	0.318892734	36.18820588	2262.077933
4.405411	0.264489796	38.44942857	2264.761703
4.5316	0.264489796	38.88642857	2265.101234
4.647778	0.264489796	39.32342857	2265.44102
4.736473	0.264489796	39.76042857	2265.781061
4.758529	0.217777778	41.43475	2267.97522
4.870929	0.217777778	41.85961111	2268.307666
4.954688	0.217777778	42.28447222	2268.640356
5.050262	0.217777778	42.70933333	2268.973289
5.210858	0.217777778	43.13419444	2269.306468
5.031435	0.177764792	44.2587027	2271.036133
5.139645	0.177764792	44.67208108	2271.36178
5.270542	0.177764792	45.08545946	2271.68766
5.336147	0.177764792	45.49883784	2272.013774
5.474003	0.177764792	45.91221622	2272.340123
5.611419	0.177764792	46.32559459	2272.666706
